number,title,url,domain,source,query,country,search_date
15,Suid-Afrika grens: Mosambiek Zimbabwe Lesotho Swaziland,https://onafhanklik.com/2024/11/11/suid-afrika-grens-mosambiek-zimbabwe-lesotho-swaziland/,onafhanklik.com,web_search,zimbabwe business listings,Zimbabwe,2025-12-02
16,Zimbabwe – ONAFHANKLIK,https://onafhanklik.com/category/zimbabwe/,onafhanklik.com,web_search,zimbabwe business listings,Zimbabwe,2025-12-02
17,yellowpages.co.zw - Zimbabwe Yellow Pages & White ... - Yellow Pages,https://sur.ly/i/yellowpages.co.zw/,sur.ly,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
18,"Zimbabwe Business Directory | Companies, Services & Products | The ...",https://thedirectory.co.zw/,thedirectory.co.zw,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
19,Yellow Pages Zimbabwe Companies & Services in Zimbabwe | The …,https://thedirectory.co.zw/listings.cfm?Smartpages=Yellow+Pages+Zimbabwe,thedirectory.co.zw,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
20,"Zimbabwe Business Directory, Yellow Pages | classifieds.co.zw",https://www.classifieds.co.zw/directory,classifieds.co.zw,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
21,Zimbabwe Yellow Pages - Cybo,https://www.cybo.com/zimbabwe/,cybo.com,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
22,The 100 most useful phrases for business meetings,https://www.usingenglish.com/articles/100-most-useful-phrases-for-business-meetings.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
23,How to end an email: The 100 most useful phrases,https://www.usingenglish.com/articles/100-most-useful-phrases-for-ending-emails.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
24,Biofuels and the Environment - UsingEnglish.com,https://www.usingenglish.com/comprehension/42.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
25,Describing companies from different countries - UsingEnglish.com,https://www.usingenglish.com/files/pdf/business-english-describing-companies.pdf,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
26,[Vocabulary] - A person who serves drinks and food,https://www.usingenglish.com/forum/threads/a-person-who-serves-drinks-and-food.249359/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
27,Companie's vs. Company's | UsingEnglish.com ESL Forum,https://www.usingenglish.com/forum/threads/companies-vs-companys.59631/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
28,"[Grammar] - Do you need ""THE"" in front of an organization name?",https://www.usingenglish.com/forum/threads/do-you-need-the-in-front-of-an-organization-name.117340/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
29,Vocab/Grammar Test - All in one - My Answers Part 1,https://www.usingenglish.com/forum/threads/vocab-grammar-test-all-in-one-my-answers-part-1.173608/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
30,"List of regular plurals ending in -s, -es and -ies",https://www.usingenglish.com/teachers/articles/list-regular-plurals-ending-in-s-es-ies.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
31,Business English- Describing Companies - UsingEnglish.com,https://www.usingenglish.com/teachers/lesson-plans/view-business-english-describing-companies/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2025-12-02
32,请问微信4.0版本xwechat_files与WeChat Files的重复文件有 ...,https://www.zhihu.com/question/1897692622685971579,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
33,如何看待微信新版本聊天记录文件夹变更？老的聊天 ...,https://www.zhihu.com/question/1908545238106088164,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
34,Company，Corporation，Incorporation，Enterprise，Firm 对应中文 ...,https://www.zhihu.com/question/24837502,zhihu.com,web_search,company directories in zimbabwe,Zimbabwe,2025-12-02
35,Windows 10 business 和 consumer 中的专业版有什么不同？ - 知乎,https://www.zhihu.com/question/379426445,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
36,图中三种版本的Win11有什么区别呢？ - 知乎,https://www.zhihu.com/question/600313078,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
37,Windows的企业版和专业工作站版哪个更强？ - 知乎,https://www.zhihu.com/question/7439649051,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
38,WIN 10哪个版本最稳定最流畅？ - 知乎,https://www.zhihu.com/question/9991552982,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
39,Zimyellowpage - ZimPlaza Business Directory,https://www.zimplaza.co.zw/listing/zimyellowpage/,zimplaza.co.zw,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
40,Zimbabwe Yellow Pages Directory - Find Zimbabwe Yellow Pages - Zimbabwe ...,https://www.zimyellow.com/,zimyellow.com,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
41,Zimbabwe Yellow Pages by Category,https://www.zimyellow.com/categories,zimyellow.com,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
42,ERNST & YOUNG ZIMBABWE - Zimbabwe Yellow Pages,https://www.zimyellowpage.com/listings/category/ernest-young-zimbabwe,zimyellowpage.com,web_search,yellow pages zimbabwe,Zimbabwe,2025-12-02
43,"公司英文全称中Co.,Ltd.和Co.Ltd.以及Co Ltd 有什么区别 ...",https://zhidao.baidu.com/question/1365849652281681859.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2025-12-02
44,accompany和company的区别_百度知道,https://zhidao.baidu.com/question/1442736554551286019.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2025-12-02
45,@company.com为后缀的邮箱哪里申请啊？_百度知道,https://zhidao.baidu.com/question/1638364605614234300.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2025-12-02
46,BD是什么意思？_百度知道,https://zhidao.baidu.com/question/1651293663139400260.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
47,Office2021激活密钥永久最新分享 - 百度知道,https://zhidao.baidu.com/question/1843356132244347660.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
48,公司里说的BP是什么意思 - 百度知道,https://zhidao.baidu.com/question/275787749460138285.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
49,in company with”和“ in the company of”的区别是什么_百度 ...,https://zhidao.baidu.com/question/436616749019328772.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2025-12-02
50,江苏省企业全链通综合服务平台怎么填报 - 百度知道,https://zhidao.baidu.com/question/637813618701195724.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2025-12-02
