number,title,url,domain,source,query,country,search_date
59,Google Chrome - The Fast & Secure Web Browser Built to be Yours,https://www.google.com/chrome/,google.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
60,Google Chrome Web Browser,https://www.google.com/chrome/what-you-make-of-it/,google.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
61,"Google Chrome – Download the fast, secure browser from Google",https://www.google.com/intl/en_uk/chrome/,google.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
62,Grenoble Ecole de Management – GEM Alpine Busines School,https://www.grenoble-em.com/en,grenoble-em.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
63,"GEM becomes ""GEM Alpine Business School"" : a new identity for …",https://www.grenoble-em.com/en/news/gem-becomes-gem-alpine-business-school-a-new-identity-for-a-new-ambition,grenoble-em.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
64,Trade With Vikas - Indus Appstore,https://www.indusappstore.com/apps/education/trade-with-vikas/co.ted.jytfr/?page=details&id=co.ted.jytfr,indusappstore.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
65,Alpine Business School - Instagram,https://www.instagram.com/popular/alpine-business-school/,instagram.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
66,GEM Alpine Business School | 27 Masters - Mastersportal.com,https://www.mastersportal.com/universities/997/gem-alpine-business-school.html,mastersportal.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
67,Zimbabwe - Country Profile - Republic of Zimbabwe - South Africa,https://www.nationsonline.org/oneworld/zimbabwe.htm,nationsonline.org,web_search,zimbabwe business listings,Zimbabwe,2/12/2025
68,Zimbabwe News | Breaking News & Top Zim Stories - NewsNow,https://www.newsnow.co.uk/h/World+News/Africa/Zimbabwe,newsnow.co.uk,web_search,zimbabwe business listings,Zimbabwe,2/12/2025
69,GEM Alpine Business School | 1 PhDs | PhDportal,https://www.phdportal.com/universities/997/gem-alpine-business-school.html,phdportal.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
70,Pre-Owned Apple iPhone 13 Pro 5G GSM/CDMA Unlocked - Target,https://www.target.com/p/apple-iphone-13-pro-5g-pre-owned-unlocked-128gb-gsm-cdma-graphite/-/A-90296531,target.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
71,Google Chrome Browser Download Free - 142.0.7444.176 | TechSpot,https://www.techspot.com/downloads/4718-google-chrome.html,techspot.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
72,Home - Trade With Vikas,https://www.tradewithvikas.in/,tradewithvikas.in,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
73,Courses - Trade With Vikas,https://www.tradewithvikas.in/courses,tradewithvikas.in,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
74,Wrangell-St. Elias National Park & Preserve Visitor Center,https://www.tripadvisor.it/Attraction_Review-g143056-d4573297-Reviews-Wrangell_St_Elias_National_Park_Preserve_Visitor_Center-Wrangell_St_Elias_Nationa.html,tripadvisor.it,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
75,How to end an email: The 100 most useful phrases,https://www.usingenglish.com/articles/100-most-useful-phrases-for-ending-emails.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
76,Biofuels and the Environment - UsingEnglish.com,https://www.usingenglish.com/comprehension/42.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
77,Describing companies from different countries - UsingEnglish.com,https://www.usingenglish.com/files/pdf/business-english-describing-companies.pdf,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
78,present simple and continuous describing company and job,https://www.usingenglish.com/files/pdf/present-simple-and-continuous-for-describing-your-company-and-job.pdf,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
79,[Vocabulary] - A person who serves drinks and food,https://www.usingenglish.com/forum/threads/a-person-who-serves-drinks-and-food.249359/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
80,Companie's vs. Company's | UsingEnglish.com ESL Forum,https://www.usingenglish.com/forum/threads/companies-vs-companys.59631/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
81,"[Grammar] - Do you need ""THE"" in front of an organization name?",https://www.usingenglish.com/forum/threads/do-you-need-the-in-front-of-an-organization-name.117340/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
82,Vocab/Grammar Test - All in one - My Answers Part 1,https://www.usingenglish.com/forum/threads/vocab-grammar-test-all-in-one-my-answers-part-1.173608/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
83,"List of regular plurals ending in -s, -es and -ies",https://www.usingenglish.com/teachers/articles/list-regular-plurals-ending-in-s-es-ies.html,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
84,Business English- Describing Companies - UsingEnglish.com,https://www.usingenglish.com/teachers/lesson-plans/view-business-english-describing-companies/,usingenglish.com,web_search,companies directory zimbabwe,Zimbabwe,2/12/2025
85,Wrangell St. Elias National Park: visitiamo il parco più grande …,https://www.viaggi-usa.it/wrangell-st-elias-national-park/,viaggi-usa.it,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
86,Pre-Owned Apple iPhone 13 Pro - Carrier Unlocked - 128 GB Graphite,https://www.walmart.com/ip/Apple-iPhone-13-Pro-A2483-128GB-Graphite-US-Model-Factory-Unlocked-Cell-Phone-Excellent-Condition/1275454808,walmart.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
87,Zimbabwe Maps & Facts - World Atlas,https://www.worldatlas.com/maps/zimbabwe,worldatlas.com,web_search,zimbabwe business listings,Zimbabwe,2/12/2025
88,zimbabweyp,https://www.zimbabweyp.com/browse-business-directory,zimbabweyp.com,web_search,zimbabweypzimbabwe suppliers directory,Zimbabwe,2/12/2025
89,英语中 Business 和 Commerce 有什么区别呢？ - 知乎,https://www.zhihu.com/question/19581923,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
90,Company，Corporation，Incorporation，Enterprise，Firm 对应中 …,https://www.zhihu.com/question/24837502,zhihu.com,web_search,company directories in zimbabwe,Zimbabwe,2/12/2025
91,Windows 10 business 和 consumer 中的专业版有什么不同？ - 知乎,https://www.zhihu.com/question/379426445,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
92,图中三种版本的Win11有什么区别呢？ - 知乎,https://www.zhihu.com/question/600313078,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
93,Windows的企业版和专业工作站版哪个更强？ - 知乎,https://www.zhihu.com/question/7439649051,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
94,WIN 10哪个版本最稳定最流畅？ - 知乎,https://www.zhihu.com/question/9991552982,zhihu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
95,Zimbabwe Situation - Daily news from Zimbabwe,https://www.zimbabwesituation.com/,zimbabwesituation.com,web_search,zimbabwe business listings,Zimbabwe,2/12/2025
96,Zimyellowpage - ZimPlaza Business Directory,https://www.zimplaza.co.zw/listing/zimyellowpage/,zimplaza.co.zw,web_search,yellow pages zimbabwe,Zimbabwe,2/12/2025
97,Zimbabwe Yellow Pages Directory - Find Zimbabwe Yellow Pages - Zimbabwe …,https://www.zimyellow.com/,zimyellow.com,web_search,yellow pages zimbabwe,Zimbabwe,2/12/2025
98,Zimbabwe Yellow Pages by Category,https://www.zimyellow.com/categories,zimyellow.com,web_search,yellow pages zimbabwe,Zimbabwe,2/12/2025
99,ERNST & YOUNG ZIMBABWE - Zimbabwe Yellow Pages,https://www.zimyellowpage.com/listings/category/ernest-young-zimbabwe,zimyellowpage.com,web_search,yellow pages zimbabwe,Zimbabwe,2/12/2025
100,accompany和company的区别_百度知道,https://zhidao.baidu.com/question/1442736554551286019.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2/12/2025
101,@company.com为后缀的邮箱哪里申请啊？_百度知道,https://zhidao.baidu.com/question/1638364605614234300.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2/12/2025
102,BD是什么意思？_百度知道,https://zhidao.baidu.com/question/1651293663139400260.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
103,Office2021激活密钥永久最新分享 - 百度知道,https://zhidao.baidu.com/question/1843356132244347660.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
104,公司里说的BP是什么意思 - 百度知道,https://zhidao.baidu.com/question/275787749460138285.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
105,in company with”和“ in the company of”的区别是什么_百度 ...,https://zhidao.baidu.com/question/436616749019328772.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2/12/2025
106,"""company""怎么变复数？？？_百度知道",https://zhidao.baidu.com/question/501890641.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2/12/2025
107,accompany companion company的区别_百度知道,https://zhidao.baidu.com/question/50954363.html,zhidao.baidu.com,web_search,company directories in zimbabwe,Zimbabwe,2/12/2025
108,江苏省企业全链通综合服务平台怎么填报 - 百度知道,https://zhidao.baidu.com/question/637813618701195724.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
109,江苏受益人备案操作填报流程 - 百度知道,https://zhidao.baidu.com/question/932543063403857659.html,zhidao.baidu.com,web_search,business directory zimbabwe,Zimbabwe,2/12/2025
